Name,Named FA RT,Max Peak,98th percentile,Count,ap.060,ap.1001,ap.1002,ap.1003,ap.1004,ap.1005,ap.1006,ap.1007,ap.1009,ap.1010,ap.1011,ap.1012,ap.1013,ap.1014,ap.1015,ap.1016,ap.1017,ap.1018,ap.1019,ap.1020,ap.1021,ap.1022,ap.1023,ap.1024,ap.1025,ap.1026,ap.1027,ap.1028,ap.1029,ap.1030,ap.1031,ap.1032,ap.1033,ap.1034,ap.1035,ap.1036,ap.1037,ap.1038,ap.1039,ap.1040,ap.1041,ap.1042,ap.1043,ap.1044,ap.1045,ap.1046,ap.1047,ap.1048,ap.1050,ap.1051,ap.1052,ap.1053,ap.1054,ap.1055,ap.1056,ap.1057,ap.1058,ap.1059,ap.1060,ap.1061,ap.1062,ap.1063,ap.1064,ap.1065,ap.1066,ap.1068,ap.1069,ap.1070,ap.1071-72,ap.1073,ap.1074,ap.1075,ap.1076,ap.1080,ap.1081,ap.1083,ap.1085,ap.1086,ap.1087,ap.1088,ap.1089,ap.1090,ap.1091,ap.1092,ap.1093,ap.1094,ap.1095,ap.1096,ap.1097,ap.1098,ap.1099,ap.1100,ap.1101,ap.1104,ap.1105,ap.1106,ap.1107,ap.1108,ap.1111,ap.1112,ap.1113,ap.1114,ap.1115,ap.1116,ap.1117,ap.1119,ap.1120,ap.1121,ap.1122,ap.1123,ap.1124,ap.231,ap.274,ap.600,ap.601,ap.602,ap.603,ap.604,ap.605,ap.606,ap.607,ap.608,ap.609,ap.610,ap.611,ap.612,ap.613,ap.614,ap.615,ap.616,ap.617,ap.618,ap.619,ap.620,ap.621,ap.622,ap.623,ap.624,ap.625,ap.626,ap.627,ap.628,ap.629,ap.630,ap.631,ap.632,ap.633,ap.634,ap.635,ap.636,ap.637,ap.638,ap.639,ap.640,ap.641,ap.642,ap.643,ap.644,ap.645,ap.646,ap.647,ap.659,ap.660,ap.661,ap.662,ap.663,ap.664,ap.665,ap.666,ap.667,ap.668,ap.669,ap.670,ap.671,ap.672,ap.673,ap.674,ap.675,ap.676,ap.677,ap.678,ap.679,ap.680,ap.681,ap.682,ap.683,ap.684,ap.686,ap.687,ap.688,ap.689,ap.690,ap.691,648,649,650,652,653,655,656,657,658,1125,1126,1128,1129,1130,1131,1135,1136,1137,1138,1139,1148,1149,1150,1151,1152,1153,1154,1155,1156,1157,1158,1159,1160,1161,1162,1163,1164,1165,1166,1167,1168,1169,1170,1171,1174,1175,1176,1177,1178,1179,1181,1182,1183,1172,1173,1180,1184,1185,1186,1187,1188,1189,1190,1191,1192,1194,1195,1196,1199,1200,1201,1202,1204,1205,1206,1197,1207,1198,1208,1209,1210,1211,1212,1214,1215,1216,1217,1218,1219,1224,1225,1226,1227,1228,1229,1230,1232,1233,1240,1241,1242,1243,1244,1246,1247,1248,1249,1250,1251,1252,1253,1254,1257,1258,1259,1260,1262,1263,1264,1265,1266,1267,1268,1269,1270,1271,1272,1273,1274,1275,1276,1280,1281,1282,1283,1285,1289,1290,1291,1292,1293,1295,1296,1297,1298,1299,1300,1301,1302,1358,1360,1361,1362,1363,1364,1365,1366,1367,1368,1369,1371,1372,1373,1374,1375,1376,1377,1378,1379,1380,1381,1382,1383,1388,1389,1390,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400,1402,1403,1405,1406,1407,1408,1409,1415,1416,1417,1420,1423,1427,1428,ap.010,ap.008h-rerun,ap.008M,ap.011H,ap.011m,ap.024h,ap.024m,ap.031h,ap.031m,ap.032h,ap.032M,ap.039M,ap.040h,ap.040m,ap.053h,ap.053M,ap.060h,ap.060m,ap.067h,ap.067m,ap.081h rerun,ap.081M,ap.096MA,ap.011,ap.012,ap.094,ap.095,ap.096,ap.097,ap.098,ap.106,ap.029,ap.030,ap.226,ap.061,ap.065,ap.068,ap.213,ap.214,ap.215,ap.216,ap.fun-001L,ap.fun-001M,ap.fun-002L,ap.fun-002M,ap.fun-003L,ap.fun-003M,ap.fun-004L,ap.fun-004M,ap.fun-005L,ap.fun-005M,ap.fun-006LA,ap.fun-006mA,ap.fun-007LA,ap.fun-007mA,ap.fun-008LA,ap.fun-008mA,ap.fun-009LA,ap.fun-009mA,ap.fun-010LA,ap.fun-010mA,ap.fun-011LA,ap.fun-011mA,ap.119,ap.120,ap.121,ap.035,ap.037,ap.227,ap.228,ap.036,ap.069,ap.040,ap.042,ap.046,ap.048,ap.128,ap.129,ap.131,ap.132,ap.133,ap.134,ap.136,ap.138,ap.139,ap.130,ap.135,ap.137,ap.222,ap.223,ap.224,ap.225,ap.019,ap.027,ap.028,ap.038,ap.071,ap.072,ap.083,1,2,3,4,7,17,248,249,250,252,328,260,261,265,266,294,301,302,307,308,310,316,304,305,317,318,319,320,321,324,325,326,366,50,56,57,58,85,88,90,91,109,113,118,51,52,54,55,66,67,86,87,92,93,111,125,126,154,155,157,158,194,262,303,306,337,338,339,340,346,349,350,112,123,124,127,156,169,171,180,200,201,203,018,020,031,039,041,043,053,089,217,221,370,267,290,102,104,280,327,047,049,251,327,311,341,286,287,288,289,291,292,293,270,271,283,285,299,300,331,332,333,334,335,336,347,367,369,213,214,215,216,222,223,224,225,226,343,342,344,345,348,352,353,022,023,024,032,362,368,196,197,185,186,187,188,189,190,191,192,193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, brown shrimp,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,blue crab,brown shrimp,brown shrimp,brown shrimp,brown shrimp,brown shrimp,brown shrimp,brown shrimp,brown shrimp,eastern melampus,eastern melampus,eastern melampus,fiddler crab,fiddler crab,fiddler crab,fiddler crab,fiddler crab,fiddler crab,fiddler crab,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,fundulus,grass shrimp,grass shrimp,grass shrimp,marsh periwinkle,marsh periwinkle,marsh periwinkle,marsh periwinkle,olive nerite,olive nerite,oyster,oyster,oyster,oyster,oyster,oyster,oyster,oyster,oyster,oyster,oyster,oyster,oyster,oyster ,oyster ,oyster ,pinfish,pinfish,pinfish,pinfish,ribbed mussel,ribbed mussel,ribbed mussel,ribbed mussel,square back crab,square back crab,striped mullet,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Adjusted Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Are %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Area %,Brown Shrimp,Brown Shrimp,Brown Shrimp,Brown Shrimp,Marsh Periwinkle,Marsh Periwinkle,Marsh Perwinkle,Grass Shrimp,Grass Shrimp,Olive Nerite,Brown Shrimp,Grass Shrimp,Unknown,Brown Shrimp,Brown Shrimp,Brown Shrimp,Brown Shrimp,Brown Shrimp,Brown Shrimp,Olive Nerite,Speckled Trout,Speckled Trout,Fiddler Crab,Fiddler Crab,Fiddler Crab,Fiddler Crab,Pinfish,Pinfish,Pinfish,Pinfish,Eastern Melampus,Blue Crab,Blue Crab,Spot,Spot,Blue Crab,Blue Crab,Blue Crab,Sailfin Molly,Sailfin Molly,Sailfin Molly,Sailfin Molly,Blue Crab,Speckled Trout,Gulf Menhaden,Gulf Menhaden,Ribbed Mussel,Ribbed Mussel,Ribbed Mussel,Ribbed Mussel,Ribbed Mussel,Ribbed Mussel,Ribbed Mussel,Ribbed Mussel,Ribbed Mussel
,,0.580192817,0.394955704,210,,0.039315865,,,,0.043679908,,0.083720923,0.114358768,,0.035562462,,0.050057603,,0.061682491,,,,,,0.18222315,0.21129232,0.197203008,0.144920443,,,,,,,,,0.169614057,0.167281416,0.09464771,0.165247528,,,,,,0.08070507,0.076727087,0.095984506,,,,,,,,,,,0.037080157,,,0.102309001,0.07620182,0.087054305,0.118436915,,,,,,0.109314911,0.088231891,,,,,,,,,,,,0.052237407,,,,,,,,,,,,0.04640744,,,0.03160982,0.20570394,0.2598845,0.262611037,0.24071211,,0.063592418,0.298716615,0.17987644,0.151337898,0.041115744,0.035938787,,0.068100856,0.1863567,,,,,,,,,,,0.031476013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054578756,,,,,,,0.078063724,0.116895225,,0.080209617,,,,0.068981985,0.210549259,0.032441068,,,0.249444882,0.036125813,0.229103807,0.060383304,,0.03595935,,0.205491814,0.037352517,,0.061374502,0.203610503,,,,0.198401871,0.203194422,0.251382422,,0.103967895,,,,0.060011658,,,0.051223993,,0.040968996,,0.17979495,0.19653216,0.183143826,0.085123115,,0.095108798,0.214876357,0.216580754,0.121131012,,,,0.063056528,,,,,0.081354853,0.044430943,,,,0.045866378,,0.041995765,0.047603765,,,,0.055836711,,,0.062340846,0.16709524,0.162481999,0.153573525,,0.040680379,,0.097508097,0.074202242,0.129114613,,,,,,,,,,,,0.135697893,0.11819079,0.14865857,,0.052026089,,,,,,,0.05774749,,,,,,,,,,,,0.083294966,0.036673056,,,0.033615771,,,,0.046132995,,0.052186339,0.047212779,0.100281473,0.047967817,0.065904044,0.052126461,,0.083915358,0.110025506,,,,0.038230766,0.053154196,,0.013173382,0.055074385,0.01923604,0.036210156,,,0.038795126,,0.043805145,,,,0.061763484,0.075292218,0.086428147,0.081201075,0.054147392,,0.00957177,,0.104522248,0.061130861,0.062800344,0.052952043,0.178360045,0.071732596,0.050892181,0.092241959,0.087051031,0.042272285,,,0.052551648,,0.041020167,0.037396118,,0.086477592,0.053471851,,,,0.033613759,,,,,,,,,,,0.03035768,,,0.13840024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03853164,,,,,0.03068076,,,,,,,,,,,,0.048879072,,,,,,,,,,,0.580192817,0.082591259,,,0.248560142,0.051345106,0.053618109,0.068466451,0.083305631,,0.439860348,0.052548496,0.03557584,0.073022618,0.151735026,0.537043622,0.416081358,0.42993947,0.219923479,0.099948221,0.108927448,0.050454835,,,0.048086341,,0.147363099,0.10315269,,,,,,0.043364957,,,,,,0.069826496,0.061028751,,,,,0.136160815,,,0.082411693,,0.105911239,,0.039319068,0.037002471,0.043746625,0.031723049,0.03328095,,,,,,,,0.056037849,,0.095019207,0.108428795,0.035357998,,,0.130115257,,,,,,,0.08581069,0.139961618,0.052020319,,0.038532968,0.063018785,0.057362239,,,,,,,,,,,0.051213114,0.033913452,0.036394994,0.059156631,0.055539979,0.066420253,0.065116239,0.05546886,0.047175734,0.053882123,0.050703509,0.06383819,0.04785041,0.041180122,0.043863391,0.060972249,0.043474464,0.043436958,0.047235905,0.052785308,0.037580646,,,,0.11739343,0.138184286,,,0.03016916,0.041127929,0.081744188,,,,,,,,,,,,,,,,,,,,,,,,0.032441873
,,2.391434924,0.251291053,279,,0.079425795,0.037307702,,,0.060119335,0.043166993,0.127237291,0.119252656,0.038720586,0.081029342,,0.104019419,,0.118447972,,0.082043482,,0.030268639,,0.156696023,0.153420083,0.163041857,0.148398732,0.037305978,0.050127404,,0.062639774,0.06498539,0.110720977,,0.019621803,0.181112148,0.178383163,0.247600891,0.175053811,,0.13448379,0.031483446,0.046052578,0.058794387,0.036493739,0.045938094,0.050470927,0.100083902,0.037498985,0.038748722,0.043392793,0.047266982,,0.046280014,0.103398604,,0.044322414,0.095466452,,,0.061793578,,,0.053500273,,0.046080266,0.039432808,,,0.06690985,0.049576683,0.039215389,,,,,,,,,,,0.117658358,,,0.035859423,0.053914574,,,,0.044038794,,,,0.11301978,0.051537274,0.040306379,0.133665231,0.14832697,0.166527245,0.161179105,0.185294657,0.041617764,0.057773712,0.12807977,0.113719101,,,0.09970329,0.089754188,0.080015292,,,0.088547674,,,0.056455785,0.072302622,0.061946643,,,0.052385208,0.036630439,0.030925232,0.043440436,0.048062806,,,,,,,,,,,,,0.133596125,0.086503939,0.118647557,0.087790037,0.095452388,0.08924638,0.061435164,,,,,,,,,,0.04307875,,0.062900387,,0.084679466,0.033022785,,,,,,,,,0.110381376,,,,,0.291039117,,,,,,,,,,,0.342897736,,0.06426313,,,,,,,,,,,,,,,,,,,,,0.072903581,0.041235113,,0.0891531,0.195116857,0.252570918,,0.065366849,0.055038773,,0.052070678,0.084907145,0.124887682,0.107361596,0.129629831,0.197104367,0.111022604,0.041734342,0.014981603,0.184256301,0.120147463,0.186243148,0.096492955,,0.041081467,0.054458361,0.151434874,0.086103044,0.051908668,0.087121675,0.160775193,0.055939755,0.031580998,0.05040746,0.170243856,0.136900702,0.172850784,0.02767326,0.05278938,0.079250677,0.063356954,,0.173796368,0.070227982,0.059915028,0.090906288,,0.091259753,,0.152119678,0.168323742,0.157045249,0.046618105,0.049752517,0.053066544,0.155598342,0.168884398,,0.077575231,0.065775532,0.063506149,0.104139523,0.064981395,,0.142437271,,0.081811689,,0.104902911,,0.061402643,0.099671167,,0.045995361,0.102119325,,,0.085621966,0.088801164,0.129524164,2.391434924,0.061995688,0.068105169,0.058685893,0.061338088,,0.069820682,,0.041791741,,0.051129597,0.044294155,0.052275598,0.035160053,0.131951344,0.036281746,0.019242003,,0.053658052,,0.040811295,0.080201315,0.056152022,0.045616965,0.056142843,,0.053558738,0.031508204,,,0.035988233,0.044528198,,0.081364827,,0.045174101,0.046742721,,,0.061833737,0.044781537,,,,,0.170467541,0.036744178,0.074100704,,0.048289523,0.093261743,0.1875063,,0.036464217,,0.050471081,0.048515673,0.046876505,0.149257164,,,0.036242076,0.110303458,0.07595118,0.104705186,0.181166645,0.256240921,0.074881161,0.039580457,,0.071240387,0.107903197,0.030880343,0.039730588,0.054294994,0.222498774,0.13007565,0.108468206,0.164889528,0.06999585,0.039049932,0.111249331,0.144391143,0.164766903,0.182649182,0.156495076,0.127837253,0.287297947,,,0.046165438,,,,0.121212465,0.139577032,0.109443164,0.124158891,0.154226143,0.085773862,0.050064374,,0.090321551,0.051242864,0.071613989,0.083135892,0.069905708,0.250285445,0.077871934,,,0.07904953,0.04166143,0.04478444,,,,,,0.12452419,0.04211697,,,,0.0540266,,,,,,,0.1419955,,0.03607231,0.04139033,0.03164647,0.08908706,0.048442719,0.0335787,,0.03326258,0.04183562,0.09582802,,0.093323338,0.0579129,0.11729405,0.07290667,0.07421263,0.12783524,,,,,,,,,,,,,,,,,,,,,,,0.03895995,0.03978163,0.03237322,0.04439199,,0.07405614,0.07224796,,,0.06726507,,,,,0.06815664,0.03377388,0.0500134,0.03951266,0.05353883,0.04822767,0.08379618,,0.07186412,,0.06219963,,,0.03384494,0.04472517,,,,,,,0.06286738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myristic Acid--C14:0,16.351,4.748964128,2.803013122,648,0.990869644,1.277668782,1.723593634,1.927113126,1.694527872,1.427585862,0.908709575,0.991808756,0.920877231,1.715510549,0.847612512,2.730859814,0.637796759,2.876318376,0.881364043,0.412762202,1.09031469,0.918129553,1.193521108,4.447871456,1.851702731,1.529606244,1.695548076,1.940314045,1.564672053,0.435769595,1.286066729,1.219692004,0.98452064,0.917233108,0.576316764,1.280354896,1.976914312,1.679724435,2.057297812,1.681952501,0.576027987,0.342914688,2.592082995,0.438300679,0.274837934,1.433009459,1.02123917,0.548940773,0.600412755,1.632454212,1.454811836,1.362734913,1.627173121,1.715848797,0.688674233,0.670608238,2.107138059,0.611770296,1.503316282,,0.742866605,0.2649754,0.400579706,0.374131279,0.46228518,0.54416673,0.60315956,0.834250336,0.620620711,0.725539772,0.374544307,0.385708219,0.994728796,0.649337126,0.388804774,3.409704527,2.379535941,0.624256471,0.512860903,3.101632868,0.341336636,2.317063407,1.387113211,1.552193589,0.606351733,1.260662105,2.633384671,1.864018785,0.705437288,1.105700912,0.89862707,0.652047254,0.77792004,0.337648107,0.390515835,1.720959997,0.497342483,0.67276781,0.946361734,1.825951611,1.677597304,1.90617311,1.652227253,1.175157923,0.356832958,0.426319746,0.365403073,0.232272888,0.640569624,1.506327003,1.514991728,0.507134947,0.537738541,0.224694247,0.382036481,0.56366277,0.226635904,0.494163753,0.436464181,0.403605963,0.344210771,0.48475436,0.492957147,0.501261395,0.505681238,0.490046734,0.555518882,0.815924327,0.795975769,0.771764909,0.580269444,0.51205466,0.718975829,0.797021415,0.676627814,0.65921202,0.660299312,0.847159201,0.406272668,0.322590744,0.567623244,0.418328932,0.524328408,0.435948492,0.328293378,0.533312041,1.179606255,0.565510127,0.497802187,0.56887949,0.577562697,0.570568527,0.4680654,0.932085475,0.552207716,1.295420896,1.153161799,0.731273559,0.514952168,0.929899595,0.935242856,1.637494108,0.381181878,0.300989801,0.353639173,0.197971351,,0.289899389,0.208079706,0.141670945,0.372301362,0.650198269,0.507003953,0.459413056,0.17927913,0.500198726,0.457202326,0.312479414,0.173333369,0.377124788,0.556735336,0.55069912,0.411054699,0.694331765,,0.222665599,0.439511904,0.386122128,0.528007005,0.278940614,0.441204221,0.166466203,0.302570164,0.316184945,0.283405639,0.376615321,0.32476039,0.311731265,0.294472772,0.250753366,0.162265942,0.116456428,0.140585506,0.274506853,0.37131987,0.281726638,0.298061561,0.250026614,0.350119827,2.114819277,2.539199781,1.425825427,0.274015695,1.52726392,3.271639075,0.434576519,0.663615082,1.522648589,0.531555271,1.757477208,1.078223412,1.017330006,1.130590912,2.166425295,0.642036543,2.121081301,2.073265078,1.677919031,1.060778185,2.155603251,1.2094088,2.086179138,0.537168928,1.93023851,1.769748193,1.308968827,2.023589061,1.277992705,2.256506969,0.930563369,0.864474852,0.623247796,2.459615053,1.84618407,1.744295347,1.006277986,0.4414105,0.540780492,0.778511325,0.997590804,0.40378674,0.837416213,0.959561483,0.922331423,0.926624446,0.610443879,0.955358342,2.610017963,1.918577879,2.192268272,0.993532274,1.00902593,0.682728437,2.066321214,2.108035996,0.115066687,0.379778705,0.302139393,0.386105361,0.30589224,0.316991095,0.710585624,0.366956408,1.968580821,0.168420155,0.507874871,0.313842319,0.282944684,0.337216432,0.335754097,1.132295634,0.541009268,0.365578746,,0.371368242,0.57861668,0.462770201,1.28657324,1.57446996,0.788447084,1.248570763,1.360094263,1.410449871,1.048690142,0.609646945,2.64141375,2.088537041,2.306207628,1.972161183,1.331680462,1.0554148,1.476743221,1.332099681,1.281083078,2.46533183,0.511692521,1.002207692,0.630042903,1.406046966,0.612817134,2.310053485,2.149604498,1.919279068,1.15177648,0.847345,0.631634675,0.799022204,2.802262982,0.582533058,0.793372078,2.814765319,0.799521667,2.836723349,0.575755077,1.010207234,2.518752748,2.892117125,0.359686971,0.316333668,0.305597327,0.439408527,0.335027126,0.547016558,1.405608691,1.534345817,1.181832921,1.084560334,0.349316105,0.467057375,0.452933633,2.227931685,0.219719481,2.083578416,0.641597491,0.614606149,0.402704496,0.599436028,0.766257761,0.410371373,1.280052982,0.891846005,0.791512036,0.573481585,0.327098592,0.252952757,0.748385447,0.266514395,2.584377373,1.729405175,0.200654573,2.422746983,0.345051383,1.532144768,0.196612094,0.447480466,0.381054528,0.493335545,1.520908284,1.919125341,1.008841684,0.425269915,0.604261183,0.338299787,0.440614047,0.589611075,0.743626982,1.444123886,1.628554405,0.382237111,0.639927291,0.517363219,0.918301413,0.253279778,0.788027004,1.345118638,0.356349513,1.137690294,1.801435506,2.760338855,3.110133834,0.31263388,0.665617006,0.402238386,0.381628321,1.63943132,0.410475709,0.234878419,0.83539094,2.66447739,0.41730476,0.71217005,0.48335471,1.419347469,0.93580095,0.994369945,0.6799814,1.6386484,0.4436897,0.55901955,1.423848149,0.97074513,1.8056447,0.41814094,1.38677164,0.82343577,1.03372201,0.5654169,1.39697256,0.3560483,0.45713876,0.714222,0.68868328,0.92988482,0.963921597,0.77895736,1.08863606,1.21786144,1.17926924,1.50256091,1.54224572,1.56181106,0.36480593,0.34520058,0.33384496,0.40864296,0.29783886,0.40173192,0.48350934,2.29216977,1.637489986,2.651709432,1.30708817,1.57189409,0.95035595,2.464019262,1.44696606,1.45007795,0.95915857,2.425111226,1.28959792,1.24222203,0.58224174,1.37372248,1.03392982,1.89938905,1.52638242,1.27057405,0.85901097,2.0460617,0.94910074,1.394851372,1.6802201,1.818207964,2.25028036,1.98906644,1.9341663,1.97217481,1.33970459,1.37758681,1.24729837,1.38393611,1.6522714,1.1648411,1.931253143,1.22939914,2.27516184,1.68810337,1.24722186,1.26149036,1.35820231,1.78005464,3.051784575,1.70402701,1.22354332,1.63577838,0.991518252,0.930664982,0.80815911,0.5170433,0.22538534,0.19676943,0.21750325,0.78046384,1.408277261,1.13456805,0.96576694,0.45694803,0.488674392,0.667640467,0.462613045,0.384909582,0.463582542,0.466687522,0.475076084,0.29273915,0.45599204,0.369730625,0.380533528,0.278720283,0.403361383,0.389319204,0.384931837,0.445586961,0.662377068,0.685069078,0.211408401,2.047176354,0.863318783,0.483160104,0.637099191,0.487076398,0.640235319,0.279033991,0.419717336,0.309012111,0.256227233,0.432746686,0.424008736,0.497026336,0.655699136,0.284709356,0.311887107,0.547712076,0.402070458,0.254311638,0.67031661,0.43080091,0.27010484,0.278358482,0.226624581,0.929265748,0.179080918,0.281879534,2.144651658,0.288923069,2.63588664,0.514650779,0.335103563,0.443175974,1.072069907,0.26391202,1.854971488,0.510948557,0.585590569,0.263781501,0.501777474,2.271599351,1.190899518,0.515501343,0.594201827,0.947361272,0.368745028,1.485013045,0.987575628,0.484971846,1.241728423,0.536646791,0.562152248,0.425051308,2.296068045,2.330387822,0.519629465,0.345530678,0.227111296,0.338094222,0.395654404,1.985883251,1.91242142,0.330324337,1.58312534,0.905231865,2.732487225,0.481635248,0.457349098,0.281216253,0.589364787,1.31507122,0.820919587,0.486808081,1.774978244,0.346068052,0.661086091,0.766351791,,0.476422731,0.514058134,0.71757041,0.933617964,0.671594112,0.272965245,0.592373464,0.48795018,0.789461398,0.697752438,0.548257997,0.458712272,1.592587913,1.733736236,1.665229543,1.334252996,1.219339095,0.801854387,0.775148183,1.354746217,1.200130959,0.61814163,0.612038942,0.594556269,0.557420825,0.696728804,0.50660015,1.434125791,0.356161712,2.177438362,0.397098924,0.278848598,0.335677994,0.333524932,0.924010175,0.873209484,0.720387801,0.475457524,1.33227181,0.294203144,0.520553393,1.059684184,1.690614339,0.325794913,0.943102143,0.598269535,1.752062129,2.207958669,1.497431989,1.592837717,0.700517733,2.878748435,4.416090893,4.748964128,1.08043237,1.34222873,0.904701362,0.63228409,1.352147658,0.62378389,1.101490388,0.464402855,1.260123118
